,Date,User,Message,Year,Month,Day,Hour,Minute
76,22-11-2022 11:35,Priyanshu,"Sat pain ticket Thurs ku available haba ebe available nanhi ticket sat pain
",2022,November,22,11,35
77,22-11-2022 11:37,Priyanshu,"<Media omitted>
",2022,November,22,11,37
78,22-11-2022 11:47,Sruti,"😒😒😒😒😒
",2022,November,22,11,47
79,22-11-2022 11:50,Ansuman Silicon,"Kiya kauthi acha
",2022,November,22,11,50
80,22-11-2022 11:50,Sruti,"Skylab
",2022,November,22,11,50
81,22-11-2022 11:50,Ansuman Silicon,"Hau
",2022,November,22,11,50
82,22-11-2022 12:02,Sai,"Class😒
",2022,November,22,12,2
83,22-11-2022 12:05,Ansuman Silicon,"Patha padhe
",2022,November,22,12,5
84,22-11-2022 12:07,Sai,"Sruti
",2022,November,22,12,7
85,22-11-2022 12:07,Sai,"Mo pain tiffin rakhibuuu
",2022,November,22,12,7
86,22-11-2022 12:33,Sruti,"Mu anini aji
",2022,November,22,12,33
87,22-11-2022 12:34,Ansuman Silicon,"Mu khaideli sabu
",2022,November,22,12,34
88,22-11-2022 13:03,Sai,"Balaa
",2022,November,22,13,3
89,22-11-2022 14:22,Sai,"Class ketebele sariba kahara
",2022,November,22,14,22
90,22-11-2022 14:23,Priyanshu,"3.20
",2022,November,22,14,23
91,22-11-2022 14:23,Sai,"Ohhooo
",2022,November,22,14,23
92,22-11-2022 14:23,Sai,"Renuka pooja asa mu basichi hostel pakhare
",2022,November,22,14,23
93,22-11-2022 14:24,Ansuman Silicon,"Mora abika
",2022,November,22,14,24
94,22-11-2022 14:24,Ansuman Silicon,"Sarila
",2022,November,22,14,24
95,22-11-2022 14:25,Sai,"Ase
",2022,November,22,14,25
96,22-11-2022 14:25,Sai,"Skylab
",2022,November,22,14,25
97,22-11-2022 14:25,Ansuman Silicon,"Hau asuchi raha
",2022,November,22,14,25
98,23-11-2022 14:32,Ansuman Silicon,"Kiya kauthi
",2022,November,23,14,32
99,23-11-2022 14:33,Priyanshu,"Class re bro
",2022,November,23,14,33
100,23-11-2022 14:33,Priyanshu,"3.20 re Sariba amara
",2022,November,23,14,33
101,23-11-2022 14:34,Sai,"Skylab
",2022,November,23,14,34
102,23-11-2022 14:35,Sai,"Tu kouthi
",2022,November,23,14,35
103,23-11-2022 17:24,Swastik,"R u a bowling ball? 
@919937991865
",2022,November,23,17,24
104,23-11-2022 17:25,Ansuman Silicon,"Wht???
",2022,November,23,17,25
105,23-11-2022 17:25,Sai,"Hein 😂
",2022,November,23,17,25
106,23-11-2022 17:25,Swastik,"Pick up lines guys
",2022,November,23,17,25
107,23-11-2022 17:25,Swastik,"Ask why
",2022,November,23,17,25
108,23-11-2022 17:25,Ansuman Silicon,"Why
",2022,November,23,17,25
109,23-11-2022 17:25,Sai,"Why
",2022,November,23,17,25
110,23-11-2022 17:25,Swastik,"Coz I want to put my fingers inside u
",2022,November,23,17,25
111,23-11-2022 17:26,Ansuman Silicon,"😂😂😂😂
",2022,November,23,17,26
112,23-11-2022 17:26,Swastik,"😂😂
",2022,November,23,17,26
113,23-11-2022 17:26,Ansuman Silicon,"Bhai bhai bhai 😂
",2022,November,23,17,26
114,23-11-2022 17:26,Swastik,"R u a star?
",2022,November,23,17,26
115,23-11-2022 17:26,Ansuman Silicon,"Nooo
",2022,November,23,17,26
116,23-11-2022 17:27,Swastik,"Oh.. Sry mein socha yahan mehfil jami he
",2022,November,23,17,27
117,23-11-2022 17:27,Sai,"🤦🏻‍♀️
",2022,November,23,17,27
118,23-11-2022 17:27,Sai,"🤦🏻‍♀️
",2022,November,23,17,27
119,23-11-2022 17:41,Priyanshu,"Swastik kn toki pateiba pain pickup lines practice karuchu!!!🤣🤣🤣🤣🤣
",2022,November,23,17,41
120,23-11-2022 17:47,Swastik,"Do u have a band aid?
",2022,November,23,17,47
121,23-11-2022 17:47,Sai,"New 😂😂😂
",2022,November,23,17,47
122,23-11-2022 17:48,Swastik,"Ask why?
",2022,November,23,17,48
123,23-11-2022 17:48,Sai,"Priyanshu pachariba
",2022,November,23,17,48
124,23-11-2022 17:48,Swastik,"@919937991865 mc pachare
",2022,November,23,17,48
125,23-11-2022 17:48,Priyanshu,"🖕🏻
",2022,November,23,17,48
126,23-11-2022 17:48,Swastik,"Pachari baku kahithili.. Gehin baku nuhan
",2022,November,23,17,48
127,23-11-2022 17:49,Ansuman Silicon,"Why
",2022,November,23,17,49
128,23-11-2022 17:49,Swastik,"Cause I scraped my knees falling for you
",2022,November,23,17,49
129,23-11-2022 17:49,Sai,"Bapreeeee😂😂😂😂
",2022,November,23,17,49
130,23-11-2022 17:50,Swastik,"Do u have pencil?
",2022,November,23,17,50
131,23-11-2022 17:50,Swastik,"A
",2022,November,23,17,50
132,23-11-2022 17:50,Priyanshu,"<Media omitted>
",2022,November,23,17,50
133,23-11-2022 17:50,Swastik,"Ask why
",2022,November,23,17,50
134,23-11-2022 17:51,Sai,"Because you want to write a future with him
",2022,November,23,17,51
135,23-11-2022 17:51,Sai,"😂😂😂😂
",2022,November,23,17,51
136,23-11-2022 17:51,Swastik,"😂😂😂
",2022,November,23,17,51
137,23-11-2022 17:51,Swastik,"No... Because u have got some curves
",2022,November,23,17,51
138,23-11-2022 17:51,Sai,"Bhaaaii bhaaaaiiii😂😂😂😂
",2022,November,23,17,51
139,23-11-2022 17:51,Priyanshu,"🤣
",2022,November,23,17,51
140,23-11-2022 17:52,Swastik,"Last one
",2022,November,23,17,52
141,23-11-2022 17:52,Swastik,"R u google?
",2022,November,23,17,52
142,23-11-2022 17:53,Ansuman Silicon,"Noo
",2022,November,23,17,53
143,23-11-2022 17:53,Sai,"Jaa nah soipad
",2022,November,23,17,53
144,23-11-2022 17:53,Swastik,"Are... Shit... U were the one I was searching for
",2022,November,23,17,53
145,23-11-2022 17:54,Swastik,"Okay okay the last
",2022,November,23,17,54
146,23-11-2022 17:55,Swastik,"Ur hand looks heavy... 


Can I hold it for u?
",2022,November,23,17,55
147,23-11-2022 17:55,Priyanshu,"<Media omitted>
",2022,November,23,17,55
148,23-11-2022 17:56,Swastik,"<Media omitted>
",2022,November,23,17,56
149,23-11-2022 17:57,Priyanshu,"Kain tate darkar ki!
",2022,November,23,17,57
150,23-11-2022 17:57,Swastik,"<Media omitted>
",2022,November,23,17,57
151,23-11-2022 18:01,Priyanshu,"<Media omitted>
",2022,November,23,18,1
152,23-11-2022 18:01,Swastik,"<Media omitted>
",2022,November,23,18,1
153,23-11-2022 18:03,Priyanshu,"<Media omitted>
",2022,November,23,18,3
154,23-11-2022 18:17,Priyanshu,"<Media omitted>
",2022,November,23,18,17
155,24-11-2022 10:47,Ansuman Silicon,"Kahara lunch achi
",2022,November,24,10,47
156,24-11-2022 10:48,Sai,"Moraa
",2022,November,24,10,48
157,24-11-2022 10:48,Ansuman Silicon,"Skylab ku ase
",2022,November,24,10,48
158,24-11-2022 10:49,Sai,"Okayy
",2022,November,24,10,49
159,24-11-2022 13:06,Priyanshu,"<Media omitted>
",2022,November,24,13,6
160,25-11-2022 09:49,Sai,"<Media omitted>
",2022,November,25,9,49
161,25-11-2022 09:49,Ansuman Silicon,"Bhai Bhai Bhai
",2022,November,25,9,49
162,25-11-2022 09:49,Ansuman Silicon,"Aji tahele @918260674950 treat dauchu
",2022,November,25,9,49
163,25-11-2022 09:49,Sai,"Finally asigalaaaaaaa
",2022,November,25,9,49
164,25-11-2022 09:49,Sai,"Jahaaa haaauuuu
",2022,November,25,9,49
165,25-11-2022 09:49,Sruti,"Oh bhai saab
",2022,November,25,9,49
166,25-11-2022 09:50,Renuka,"Finaallllllyyyyyyy
",2022,November,25,9,50
167,25-11-2022 09:50,Pooja Silicon,"Eita to heba ra thila bas tk late heigala
",2022,November,25,9,50
168,25-11-2022 09:50,Sai,"Swastik partyyyyyy
",2022,November,25,9,50
169,25-11-2022 09:52,Sruti,"Party to banti hai
",2022,November,25,9,52
170,25-11-2022 09:56,Swastik,"Kie lekhicha... Sata katha kahidia
",2022,November,25,9,56
171,25-11-2022 09:59,Priyanshu,"<Media omitted>
",2022,November,25,9,59
172,25-11-2022 09:59,Sruti,"1st  year
",2022,November,25,9,59
173,25-11-2022 10:00,Sruti,"Aau kie lekhiba
",2022,November,25,10,0
174,25-11-2022 10:00,Priyanshu,"@918895006898 pata laga se jhia kie.... Subh kam me derr kisbatki
",2022,November,25,10,0
175,25-11-2022 10:00,Swastik,"Bala... Tama bhitaru kie lekhichi kuha
",2022,November,25,10,0
176,25-11-2022 10:01,Pooja Silicon,"Amara kichi kama nahin ki j to pain ame lekhibu
",2022,November,25,10,1
177,25-11-2022 10:01,Priyanshu,"I can understand ur feelings bro... U r in shock... It happens.... 😂 Bt this is reality that kie 1st yr hin lekhichi
",2022,November,25,10,1
178,25-11-2022 10:01,Sai,"Bala nah
",2022,November,25,10,1
179,25-11-2022 10:01,Sai,"We have works to do 😂
",2022,November,25,10,1
180,25-11-2022 10:01,Swastik,"<Media omitted>
",2022,November,25,10,1
181,25-11-2022 10:02,Sai,"Khush khabri aayi
",2022,November,25,10,2
182,25-11-2022 10:02,Sai,"Mithai dooo
",2022,November,25,10,2
183,25-11-2022 10:02,Sai,"Swastik
",2022,November,25,10,2
184,25-11-2022 10:03,Pooja Silicon,"Hmm
",2022,November,25,10,3
185,25-11-2022 10:04,Sai,"Peda khaibi mu
",2022,November,25,10,4
186,25-11-2022 10:04,Sai,"Ashok bhai nka dokan re miluchi
",2022,November,25,10,4
187,25-11-2022 10:10,Swastik,"Raha... Kie jadi jhia deithiba
",2022,November,25,10,10
188,25-11-2022 10:10,Swastik,"Then
",2022,November,25,10,10
189,25-11-2022 10:10,Swastik,"Khuai debi
",2022,November,25,10,10
190,25-11-2022 10:17,Chandan,"Au kan pua debe tote
",2022,November,25,10,17
191,25-11-2022 10:18,Chandan,"Off course jhia hi deithibe
",2022,November,25,10,18
192,25-11-2022 10:51,Ansuman Silicon,"Kiya kauthi acha
",2022,November,25,10,51
193,25-11-2022 11:18,Sai,"Mu lab re
",2022,November,25,11,18
194,25-11-2022 11:36,Sruti,"Padhai Karo
",2022,November,25,11,36
195,25-11-2022 11:36,Pooja Silicon,"Nije b tk padh
",2022,November,25,11,36
196,25-11-2022 11:46,Sai,"😂😂😂😂
",2022,November,25,11,46
197,25-11-2022 11:53,Sruti,"Nhi ho Raha
",2022,November,25,11,53
198,25-11-2022 12:36,Sai,"Mera bhi nahi ho rahaaa
",2022,November,25,12,36
199,25-11-2022 19:32,notification,"You changed this group's icon
",2022,November,25,19,32
200,25-11-2022 19:35,notification,"You changed this group's icon
",2022,November,25,19,35
201,25-11-2022 23:11,Ansuman Silicon,"<Media omitted>
",2022,November,25,23,11
202,25-11-2022 23:11,Ansuman Silicon,"<Media omitted>
",2022,November,25,23,11
203,25-11-2022 23:11,Ansuman Silicon,"<Media omitted>
",2022,November,25,23,11
204,26-11-2022 08:36,Sai,"Guyss bus ketebele achi
",2022,November,26,8,36
205,26-11-2022 08:37,Priyanshu,"Tame jetebele bahariba setebele bus
",2022,November,26,8,37
206,26-11-2022 08:37,Sai,"😂
",2022,November,26,8,37
207,26-11-2022 08:37,Sai,"Tu kaha
",2022,November,26,8,37
208,26-11-2022 08:38,Sai,"Talaku ketebele jibu
",2022,November,26,8,38
209,26-11-2022 08:41,Priyanshu,"10.30 ku sabu ready heiki T-Square re meet haba
",2022,November,26,8,41
210,26-11-2022 08:57,Sai,"Meet haba ok😂😂😂
",2022,November,26,8,57
211,26-11-2022 09:02,Priyanshu,"🤦🏻‍♂️
",2022,November,26,9,2
212,26-11-2022 09:02,Priyanshu,"Bala chuchap ready heijaithiba
",2022,November,26,9,2
213,26-11-2022 09:19,Ansuman Silicon,"Guys enjoy 🎉🎉🎉🎉🎉
",2022,November,26,9,19
214,26-11-2022 09:28,Priyanshu,"Tu ghare ebe ta!?
",2022,November,26,9,28
215,26-11-2022 09:31,Ansuman Silicon,"Yss
",2022,November,26,9,31
216,26-11-2022 09:32,Ansuman Silicon,"Jibi abika doctor ka pakhaku
",2022,November,26,9,32
217,26-11-2022 09:33,Priyanshu,"Oh hau hau take care
",2022,November,26,9,33
218,26-11-2022 09:34,Sai,"Will miss youuu
",2022,November,26,9,34
219,26-11-2022 09:34,Ansuman Silicon,"😂😂😂
",2022,November,26,9,34
220,26-11-2022 09:34,Ansuman Silicon,"Next time jiba
",2022,November,26,9,34
221,26-11-2022 09:35,Priyanshu,,2022,November,26,9,35
222,26-11-2022 09:35,Sai,"Aau pathaan?
",2022,November,26,9,35
223,26-11-2022 09:37,Priyanshu,"Eita Dec re...
",2022,November,26,9,37
224,26-11-2022 09:37,Priyanshu,"Eita Jan re
",2022,November,26,9,37
225,26-11-2022 09:37,Priyanshu,"🤩
",2022,November,26,9,37
226,26-11-2022 09:37,Priyanshu,"Sabu month re gote gote hau😂😂😂
",2022,November,26,9,37
227,26-11-2022 10:01,Sai,"Hnhn challaa
",2022,November,26,10,1
228,26-11-2022 10:01,Sai,"Majjaa asibaa beyy
",2022,November,26,10,1
229,26-11-2022 10:02,Priyanshu,"🤣hau yaparathu sabu ticket tu karibu hela
",2022,November,26,10,2
230,26-11-2022 10:23,Sai,"Okieee
",2022,November,26,10,23
231,26-11-2022 10:23,Sai,"You guys will pay me
",2022,November,26,10,23
232,26-11-2022 10:23,Sai,"Then I will book tickets
",2022,November,26,10,23
233,26-11-2022 16:31,Priyanshu,"You deleted this message
",2022,November,26,16,31
234,26-11-2022 16:35,Priyanshu,"<Media omitted>
",2022,November,26,16,35
235,26-11-2022 16:36,Priyanshu,"@919348213035 @918260674950 @917894250609 @916371039007 @916299152362 
Phone pe ASPA
",2022,November,26,16,36
236,26-11-2022 16:52,Badal,"@badal samal@dhiraj jain all paid.
",2022,November,26,16,52
237,26-11-2022 17:14,Ansuman Silicon,"Kehi karani
",2022,November,26,17,14
238,26-11-2022 17:15,Ansuman Silicon,"@919937991865 mgh mana karuthilu pa resturant jibuni
",2022,November,26,17,15
239,26-11-2022 18:07,Ansuman Silicon,"<Media omitted>
",2022,November,26,18,7
240,27-11-2022 15:33,Ansuman Silicon,"<Media omitted>
",2022,November,27,15,33
241,27-11-2022 15:47,Pooja Silicon,"Bhakk
",2022,November,27,15,47
242,27-11-2022 15:48,Ansuman Silicon,"Are Pooja ta katha tike bujh se loka ta suicide karibaku paleila i 😂
",2022,November,27,15,48
243,27-11-2022 15:50,Pooja Silicon,"Se au kou Pooja pain kahuthiba
",2022,November,27,15,50
244,28-11-2022 11:06,Sai,"11:40 re lunch wait karithiba
",2022,November,28,11,6
245,28-11-2022 14:37,Ansuman Silicon,"Kahara class sarila
",2022,November,28,14,37
246,28-11-2022 15:16,Ansuman Silicon,"Cafe ku asa sabu
",2022,November,28,15,16
247,28-11-2022 19:55,Ansuman Silicon,"<Media omitted>
",2022,November,28,19,55
248,28-11-2022 19:55,Ansuman Silicon,"<Media omitted>
",2022,November,28,19,55
249,29-11-2022 00:28,Badal,"<Media omitted>
",2022,November,29,0,28
250,29-11-2022 00:28,Ansuman Silicon,"Yellow shirt looking hotter 😂😂
",2022,November,29,0,28
251,29-11-2022 00:29,Chandan,"Born to be ......
",2022,November,29,0,29
252,29-11-2022 00:29,Swastik,"<Media omitted>
",2022,November,29,0,29
253,29-11-2022 00:30,Badal,"🤫
",2022,November,29,0,30
254,29-11-2022 00:30,Swastik,"Ja soi hu ja mg
",2022,November,29,0,30
255,29-11-2022 00:31,Badal,"Chup mgh
",2022,November,29,0,31
256,29-11-2022 00:31,Swastik,"<Media omitted>
",2022,November,29,0,31
257,29-11-2022 00:31,Badal,"<Media omitted>
",2022,November,29,0,31
258,29-11-2022 00:32,Swastik,"<Media omitted>
",2022,November,29,0,32
259,29-11-2022 00:32,Badal,"<Media omitted>
",2022,November,29,0,32
260,29-11-2022 00:33,Swastik,"<Media omitted>
",2022,November,29,0,33
261,29-11-2022 00:33,Badal,"<Media omitted>
",2022,November,29,0,33
262,29-11-2022 17:59,Chandan,"<Media omitted>
",2022,November,29,17,59
263,29-11-2022 19:10,Priyanshu,"Dui straight singlenkara dukha🥲🤣🤣🤣🤣🤣
",2022,November,29,19,10
264,29-11-2022 19:14,Priyanshu,"<Media omitted>
",2022,November,29,19,14
265,30-11-2022 11:14,Ansuman Silicon,"Movie jiba aji
",2022,November,30,11,14
266,30-11-2022 11:14,Ansuman Silicon,,2022,November,30,11,14
267,30-11-2022 11:15,Sai,"Java sarideichu boli puraa paleibu movie
",2022,November,30,11,15
268,30-11-2022 11:15,Ansuman Silicon,"Bala na
",2022,November,30,11,15
269,30-11-2022 11:16,Priyanshu,"Be sedina dekhile pa
",2022,November,30,11,16
270,30-11-2022 11:16,Priyanshu,"Ketethara dekhibu
",2022,November,30,11,16
271,30-11-2022 11:16,Ansuman Silicon,"Au thare dekhiba kasa lagila movie ta
",2022,November,30,11,16
272,30-11-2022 11:16,Priyanshu,"🤦🏻‍♂️
",2022,November,30,11,16
273,30-11-2022 11:17,Chandan,"Mora karidabu ta
",2022,November,30,11,17
274,30-11-2022 11:17,Sai,"Kie jiba
",2022,November,30,11,17
275,30-11-2022 11:18,Ansuman Silicon,"Sic de
",2022,November,30,11,18
276,30-11-2022 11:18,Sai,"@917894250609 @916299152362 
Are you guys going!
",2022,November,30,11,18
277,30-11-2022 11:18,Sai,"?*
",2022,November,30,11,18
278,30-11-2022 11:19,Pooja Silicon,"Tu jauchu
",2022,November,30,11,19
279,30-11-2022 11:20,Sai,"You sayy
",2022,November,30,11,20
280,30-11-2022 11:20,Sai,"Tame gale
",2022,November,30,11,20
281,30-11-2022 11:21,Sai,"Mora kichi problem nahi
",2022,November,30,11,21
282,30-11-2022 11:21,Ansuman Silicon,"@919937991865 tu kauthi mgh
",2022,November,30,11,21
283,30-11-2022 11:21,Ansuman Silicon,"Class re ta nahu
",2022,November,30,11,21
284,30-11-2022 11:21,Sai,"Hmmmmm khelawwwww
",2022,November,30,11,21
285,30-11-2022 11:21,Sai,"😂😂😂😂
",2022,November,30,11,21
286,30-11-2022 11:21,Ansuman Silicon,"Kain se
",2022,November,30,11,21
287,30-11-2022 11:22,Ansuman Silicon,"@918260943583 tu bi kauthi
",2022,November,30,11,22
288,30-11-2022 11:22,Pooja Silicon,"Naa jibani
",2022,November,30,11,22
289,30-11-2022 11:23,Sai,"Renuka kana kahila
",2022,November,30,11,23
290,30-11-2022 11:23,Renuka,"Mujhe koi prblm nii h bro
",2022,November,30,11,23
291,30-11-2022 11:23,Sai,"😂😂😂😂😂
",2022,November,30,11,23
292,30-11-2022 11:23,Sai,"Basss
",2022,November,30,11,23
293,30-11-2022 11:24,Sai,"Problem sirf ek insaan ko hota hai
",2022,November,30,11,24
294,30-11-2022 11:24,Sai,"Mujhe pata thaa
",2022,November,30,11,24
295,30-11-2022 11:24,Sai,"Jeevan main problem ka naam pooja hin hau
",2022,November,30,11,24
296,30-11-2022 11:24,Sai,"Hai**
",2022,November,30,11,24
297,30-11-2022 11:27,Ansuman Silicon,"<Media omitted>
",2022,November,30,11,27
298,30-11-2022 11:27,Priyanshu,"Achi pa
",2022,November,30,11,27
299,30-11-2022 11:28,Sai,"Dhiraj pain confession tame lekhicha nah?
",2022,November,30,11,28
300,30-11-2022 11:28,Sai,"😂😂😂😂
",2022,November,30,11,28
301,30-11-2022 11:29,Priyanshu,"🤣🤣🤣 ta pain v asichi?!
",2022,November,30,11,29
302,30-11-2022 11:29,Sai,"Yess yess😂
",2022,November,30,11,29
303,30-11-2022 11:29,Sai,"Dekhuna
",2022,November,30,11,29
304,30-11-2022 11:29,Sai,"Chaulia pain bhi asichi
",2022,November,30,11,29
305,30-11-2022 11:29,Sai,"😂😂😂
",2022,November,30,11,29
306,30-11-2022 11:29,Priyanshu,"😂mu nanhi se confession page re
",2022,November,30,11,29
307,30-11-2022 11:29,Sai,"Kaha kaha pain sabu asuchi
",2022,November,30,11,29
308,30-11-2022 11:29,Priyanshu,"Sie kie
",2022,November,30,11,29
309,30-11-2022 11:29,Sai,"Follow kare
",2022,November,30,11,29
310,30-11-2022 11:30,Priyanshu,"Raha to pain v asiba
",2022,November,30,11,30
311,30-11-2022 11:30,Priyanshu,"1-2 days wait kar😉
",2022,November,30,11,30
312,30-11-2022 11:30,Sai,"<Media omitted>
",2022,November,30,11,30
313,30-11-2022 11:30,Sai,"Han tame sabu chutiyapa kara
",2022,November,30,11,30
314,30-11-2022 11:30,Sai,"Dekheibi dekheibi
",2022,November,30,11,30
